Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Predicted_AI_Impact
Benefits Administrator,30,238,1372,0.173469387755102,Hospitality,30.966666666666665
Employment Specialist,30,216,1190,0.1815126050420168,Communication & PR,27.316666666666666
Hr Specialist,30,246,1874,0.1312700106723585,Data & IT,30.55
Human Resources Specialist,30,236,1811,0.1303147432357813,Administrative & Clerical,31.036666666666665
Physician Recruiter,30,188,1178,0.1595925297113752,Leadership & Strategy,36.01
Reporting Analyst,30,244,1914,0.1274817136886102,Medical & Healthcare,54.98
Training Administrator,30,299,1876,0.1593816631130064,Supply Chain & Logistics,27.416666666666668
Travel Coordinator,30,241,1611,0.1495965238981998,Law Enforcement,29.883333333333333
Background Investigator,30,166,1121,0.1480820695807315,Construction,39.943333333333335
Bankruptcy Paralegal,30,209,1341,0.1558538404175988,Sales & Marketing,30.953333333333333
Contract Administrator,30,226,1336,0.1691616766467066,Hospitality,33.45
Foster Care Case Manager,30,173,1505,0.1149501661129568,Communication & PR,34.56666666666667
Intellectual Property Attorney,30,196,1380,0.1420289855072463,Data & IT,39.95333333333333
Legal Analyst,30,235,1548,0.1518087855297157,Administrative & Clerical,33.266666666666666
Legal Consultant,30,220,1464,0.1502732240437158,Leadership & Strategy,28.466666666666665
Patent Attorney,30,176,1168,0.1506849315068493,Medical & Healthcare,30.503333333333334
Staff Attorney,30,135,1167,0.1156812339331619,Supply Chain & Logistics,30.143333333333334
Development Officer,30,174,1022,0.1702544031311154,Law Enforcement,28.416666666666668
Major Gifts Officer,30,219,1732,0.1264434180138568,Construction,29.736666666666668
Outreach Worker,30,177,1194,0.1482412060301507,Sales & Marketing,30.083333333333332
Volunteer Manager,30,196,1532,0.1279373368146214,Hospitality,30.166666666666668
Youth Worker,30,158,1318,0.1198786039453717,Communication & PR,33.0
Announcer,30,147,981,0.1498470948012232,Data & IT,34.52333333333333
Scout,30,100,586,0.1706484641638225,Administrative & Clerical,29.283333333333335
Sports Coordinator,30,199,1541,0.1291369240752758,Leadership & Strategy,30.503333333333334
Automotive Instructor,30,112,761,0.1471747700394218,Medical & Healthcare,30.86
Biology Tutor,30,117,778,0.1503856041131105,Supply Chain & Logistics,34.45
Business Instructor,30,130,859,0.1513387660069848,Law Enforcement,39.413333333333334
Clinical Educator,30,140,942,0.1486199575371549,Construction,36.233333333333334
Community Assistant,30,151,1010,0.1495049504950495,Sales & Marketing,34.15
Culinary Instructor,30,113,774,0.1459948320413436,Hospitality,30.283333333333335
Educational Diagnostician,30,132,906,0.1456953642384106,Communication & PR,37.20333333333333
English Tutor,30,148,1156,0.1280276816608996,Data & IT,37.81
Esl Tutor,30,145,1137,0.1275285839929639,Administrative & Clerical,32.85
Instructional Aide,30,137,1050,0.1304761904761904,Leadership & Strategy,33.873333333333335
Instructional Assistant,30,138,1054,0.1309297912713472,Medical & Healthcare,36.2
Librarian,30,200,1648,0.1213592233009708,Supply Chain & Logistics,32.196666666666665
Medical Instructor,30,142,1001,0.1418581418581418,Law Enforcement,40.276666666666664
Online English Teacher,30,164,1119,0.1465594280607685,Construction,46.54666666666667
Paraeducator,30,122,873,0.1397479954180985,Sales & Marketing,58.75333333333333
Reference Librarian,30,147,1081,0.1359851988899167,Hospitality,49.736666666666665
Special Education Aide,30,122,807,0.151177199504337,Communication & PR,31.083333333333332
Special Education Assistant,30,121,806,0.1501240694789082,Data & IT,35.86666666666667
Special Education Paraprofessional,30,121,806,0.1501240694789082,Administrative & Clerical,38.68333333333333
Archivist,30,153,1021,0.1498530852105778,Leadership & Strategy,33.85
Arts Manager,30,225,1848,0.1217532467532467,Medical & Healthcare,31.036666666666665
Cinematographer,30,216,1549,0.1394448030987734,Supply Chain & Logistics,29.58
Civil Designer,30,174,1333,0.1305326331582895,Law Enforcement,28.61
Creative Designer,30,284,2215,0.128216704288939,Construction,31.78
Creative Strategist,30,297,2272,0.1307218309859155,Sales & Marketing,32.03
Curatorial Assistant,30,142,936,0.1517094017094017,Hospitality,31.016666666666666
Film Producer,30,244,2010,0.1213930348258706,Communication & PR,29.366666666666667
Game Tester,30,210,1769,0.1187111362351611,Data & IT,36.3
Motion Graphics Designer,30,236,1764,0.1337868480725623,Administrative & Clerical,29.143333333333334
Photo Editor,30,281,1883,0.1492299522039299,Leadership & Strategy,28.26
Retoucher,30,194,1715,0.1131195335276968,Medical & Healthcare,37.833333333333336
Technical Artist,30,321,2409,0.1332503113325031,Supply Chain & Logistics,30.363333333333333
Technical Illustrator,30,311,2250,0.1382222222222222,Law Enforcement,30.846666666666668
Vfx Artist,30,240,1836,0.130718954248366,Construction,29.84
Video Editor,30,282,2061,0.1368267831149927,Sales & Marketing,30.376666666666665
Visual Information Specialist,30,251,1943,0.1291816778178075,Hospitality,31.39666666666667
Anesthesiologist,30,106,641,0.1653666146645865,Communication & PR,29.0
Assisted Living Administrator,30,121,663,0.1825037707390648,Data & IT,29.66
Biomedical Equipment Technician,30,132,748,0.1764705882352941,Administrative & Clerical,29.903333333333332
Cardiologist,30,140,982,0.1425661914460285,Leadership & Strategy,40.78333333333333
Cardiology Nurse Practitioner,30,87,616,0.1412337662337662,Medical & Healthcare,32.406666666666666
Cardiothoracic Surgeon,30,79,530,0.1490566037735849,Supply Chain & Logistics,36.483333333333334
Certified Dental Assistant,30,107,676,0.158284023668639,Law Enforcement,28.5
Certified Ophthalmic Assistant,30,108,684,0.1578947368421052,Construction,28.903333333333332
Ct Technologist,30,118,681,0.1732745961820851,Sales & Marketing,30.386666666666667
Cytotechnologist,30,111,744,0.1491935483870967,Hospitality,31.813333333333333
Diagnostic Medical Sonographer,30,120,692,0.1734104046242774,Communication & PR,29.246666666666666
Echocardiographer,30,120,687,0.1746724890829694,Data & IT,30.9
Eeg Technician,30,111,669,0.1659192825112107,Administrative & Clerical,30.066666666666666
Ekg Technician,30,111,668,0.1661676646706587,Leadership & Strategy,29.333333333333332
Endoscopy Technician,30,118,687,0.1717612809315866,Medical & Healthcare,29.826666666666668
Genetic Counselor,30,111,1099,0.1010009099181073,Supply Chain & Logistics,36.89333333333333
Health Specialist,30,138,844,0.1635071090047393,Law Enforcement,28.833333333333332
Histologist,30,113,1142,0.0989492119089317,Construction,31.426666666666666
Histology Technician,30,113,1143,0.0988626421697287,Sales & Marketing,28.27
Histotechnologist,30,109,1080,0.1009259259259259,Hospitality,31.583333333333332
Laboratory Technologist,30,115,1125,0.1022222222222222,Communication & PR,30.32
Laser Technician,30,132,1242,0.1062801932367149,Data & IT,36.946666666666665
Mammographer,30,109,1059,0.1029272898961284,Administrative & Clerical,30.85
Mammography Technologist,30,112,1067,0.1049671977507029,Leadership & Strategy,47.78333333333333
Medical Dosimetrist,30,116,670,0.1731343283582089,Medical & Healthcare,29.773333333333333
Medication Technician,30,102,517,0.1972920696324951,Supply Chain & Logistics,31.643333333333334
Brand Director,30,264,1671,0.1579892280071813,Law Enforcement,28.176666666666666
Business Unit Manager,30,236,1437,0.1642310368823938,Construction,28.133333333333333
Psychiatric Nurse,30,116,711,0.1631504922644163,Sales & Marketing,30.963333333333335
Materials Manager,30,228,1373,0.1660597232337946,Hospitality,32.9
Manufacturing Engineer,30,224,1371,0.1633843909555069,Communication & PR,29.30666666666667
Outside Machinist,30,102,664,0.1536144578313253,Data & IT,29.916666666666668
Procurement Officer,30,234,1481,0.1580013504388926,Administrative & Clerical,27.13
Senior Manufacturing Engineer,30,214,1348,0.158753709198813,Leadership & Strategy,29.01
Stockroom Associate,30,175,1239,0.1412429378531073,Medical & Healthcare,34.766666666666666
Benefits Analyst,30,249,1443,0.1725571725571725,Supply Chain & Logistics,29.8
Cyber Security Specialist,30,273,1602,0.1704119850187266,Law Enforcement,29.516666666666666
Information Security Specialist,30,277,1645,0.1683890577507598,Construction,28.233333333333334
Transportation Coordinator,30,202,1350,0.1496296296296296,Sales & Marketing,28.166666666666668
Assistant Hotel Manager,30,222,1383,0.1605206073752711,Hospitality,29.816666666666666
Executive Sous Chef,30,140,815,0.1717791411042944,Communication & PR,27.723333333333333
Director Of Rehabilitation,30,146,886,0.164785553047404,Data & IT,32.96666666666667
Chairman,30,181,1203,0.1504571903574397,Administrative & Clerical,35.77333333333333
Hotel Sales Manager,30,233,1492,0.156166219839142,Leadership & Strategy,29.99
Community Health Nurse,30,124,718,0.1727019498607242,Medical & Healthcare,29.44333333333333
Service Coordinator,30,227,1473,0.1541072640868974,Supply Chain & Logistics,28.84
Warehouse Administrator,30,226,1341,0.168530947054437,Law Enforcement,31.383333333333333
Fitter,30,98,690,0.1420289855072463,Construction,34.09
Landscape Manager,30,185,1249,0.1481184947958366,Sales & Marketing,32.17333333333333
Insurance Consultant,30,229,1408,0.1626420454545454,Hospitality,24.933333333333334
Floor Manager,30,194,1229,0.1578519121236777,Communication & PR,31.67
Computer Repair Technician,30,188,1420,0.1323943661971831,Data & IT,28.10333333333333
Information Security Consultant,30,279,1621,0.1721159777914867,Administrative & Clerical,28.756666666666668
Insurance Coordinator,30,237,1397,0.1696492483894058,Leadership & Strategy,30.383333333333333
Compliance Specialist,30,235,1366,0.1720351390922401,Medical & Healthcare,33.0
Management Engineer,30,259,1854,0.139697950377562,Supply Chain & Logistics,27.606666666666666
Process Improvement Manager,30,736,1896,0.3881856540084388,Law Enforcement,26.71
Recruiting Manager,30,903,2361,0.3824650571791613,Construction,28.233333333333334
Revenue Cycle Manager,30,548,1549,0.3537766300839251,Sales & Marketing,30.68
Salon Manager,30,470,1263,0.3721298495645289,Hospitality,32.303333333333335
Security Analyst,30,729,1817,0.4012107870115575,Communication & PR,29.176666666666666
Strategy Analyst,30,784,1928,0.4066390041493776,Data & IT,29.336666666666666
Car Sales,30,221,1515,0.1458745874587458,Administrative & Clerical,27.033333333333335
Client Success Manager,30,286,1824,0.156798245614035,Leadership & Strategy,30.963333333333335
Director Of Sales,30,255,1665,0.1531531531531531,Medical & Healthcare,29.716666666666665
District Sales Manager,30,247,1635,0.1510703363914373,Supply Chain & Logistics,29.523333333333333
External Wholesaler,30,278,1997,0.1392088132198297,Law Enforcement,28.026666666666667
Finance Manager,30,306,1997,0.1532298447671507,Construction,22.956666666666667
National Sales Director,30,707,2002,0.3531468531468531,Sales & Marketing,29.56
National Sales Manager,29,703,1989,0.3534439416792358,Hospitality,26.89
Sales Operations Manager,29,702,1800,0.39,Communication & PR,28.126666666666665
Sales Trainer,29,682,1686,0.4045077105575326,Data & IT,28.05
Senior Merchandiser,29,616,1598,0.3854818523153942,Administrative & Clerical,27.583333333333332
Technical Sales Engineer,28,736,2103,0.3499762244412743,Leadership & Strategy,29.196666666666665
Flight Nurse,28,177,1511,0.1171409662475182,Medical & Healthcare,48.193333333333335
Assistant Manager,28,246,1611,0.1527001862197393,Supply Chain & Logistics,28.683333333333334
Cannabis,28,157,1234,0.1272285251215559,Law Enforcement,32.806666666666665
Coordinator,28,265,1694,0.1564344746162927,Construction,31.72
Hvac Installer,28,206,1696,0.1214622641509434,Sales & Marketing,33.41
Pest Control Technician,28,214,816,0.2622549019607843,Hospitality,28.206666666666667
Aerospace Technician,28,142,1173,0.1210571184995737,Communication & PR,25.53
Automotive Engineer,28,193,1544,0.125,Data & IT,31.66
Bridge Engineer,28,183,1517,0.1206328279499011,Administrative & Clerical,40.18666666666667
Build Engineer,28,189,1523,0.124097176625082,Leadership & Strategy,33.6
Chemical Process Engineer,28,191,1637,0.1166768478924862,Medical & Healthcare,55.35666666666667
Consulting Engineer,28,208,1679,0.1238832638475282,Supply Chain & Logistics,43.513333333333335
Deployment Engineer,28,203,1683,0.1206179441473559,Law Enforcement,35.62
Drilling Engineer,28,180,1458,0.1234567901234567,Construction,35.45
Entry Level Electrical Engineer,28,186,1491,0.124748490945674,Sales & Marketing,30.13
Facilities Engineer,28,253,1778,0.1422947131608549,Hospitality,27.393333333333334
Facility Engineer,28,254,1788,0.1420581655480984,Communication & PR,26.293333333333333
Field Engineer,28,257,1801,0.1426985008328706,Data & IT,27.28
Hydraulic Engineer,28,219,1700,0.1288235294117647,Administrative & Clerical,27.373333333333335
Industrial Engineer,27,246,1722,0.1428571428571428,Leadership & Strategy,36.413333333333334
Infrastructure Engineer,27,242,1744,0.1387614678899082,Medical & Healthcare,29.346666666666668
Parking Attendant,26,191,694,0.2752161383285302,Supply Chain & Logistics,22.25
Parking Lot Attendant,26,189,700,0.27,Law Enforcement,26.53
Restaurant Worker,26,356,1071,0.3323996265172735,Construction,30.59
Sous Chef,25,293,966,0.3033126293995859,Sales & Marketing,30.633333333333333
Team Member,25,407,1132,0.3595406360424028,Hospitality,36.263333333333335
Wine Consultant,25,323,1073,0.3010251630941286,Communication & PR,25.9
Hairstylist,25,127,992,0.1280241935483871,Data & IT,47.27
Home Care Aide,25,154,1106,0.1392405063291139,Administrative & Clerical,42.87
Midwife,25,327,1006,0.3250497017892644,Leadership & Strategy,26.80666666666667
Personal Care Assistant,25,382,1125,0.3395555555555555,Medical & Healthcare,28.346666666666668
Provider,25,386,1100,0.3509090909090909,Supply Chain & Logistics,28.623333333333335
Recreation Leader,25,600,1484,0.4043126684636118,Law Enforcement,25.45
Shopper,25,366,1162,0.3149741824440619,Construction,32.09
Youth Advocate,25,434,1230,0.3528455284552845,Sales & Marketing,27.846666666666668
Youth Coordinator,25,237,1485,0.1595959595959596,Hospitality,25.92
Youth Specialist,25,229,1458,0.1570644718792866,Communication & PR,27.05666666666667
Combat Engineer,25,72,569,0.1265377855887522,Data & IT,31.866666666666667
Fire Marshal,25,200,1658,0.120627261761158,Administrative & Clerical,33.663333333333334
Hospital Security Officer,25,171,1185,0.1443037974683544,Leadership & Strategy,25.856666666666666
Safety Officer,25,463,1279,0.3620015637216575,Medical & Healthcare,26.593333333333334
Security Agent,25,294,937,0.3137673425827108,Supply Chain & Logistics,28.956666666666667
Traffic Coordinator,25,610,1701,0.3586125808348031,Law Enforcement,25.1
Change Manager,25,241,1573,0.1532104259376986,Construction,27.59
Desktop Engineer,25,214,1711,0.1250730566919929,Sales & Marketing,27.503333333333334
Desktop Support Analyst,25,247,1585,0.1558359621451104,Hospitality,28.676666666666666
Enterprise Architect,25,242,1885,0.1283819628647214,Communication & PR,31.633333333333333
Exchange Administrator,25,260,1835,0.1416893732970027,Data & IT,28.433333333333334
Gis Manager,25,264,1844,0.1431670281995661,Administrative & Clerical,26.643333333333334
Instructional Technology Specialist,25,288,1982,0.1453077699293642,Leadership & Strategy,24.153333333333332
Noc Technician,25,460,1277,0.360219263899765,Medical & Healthcare,26.906666666666666
Support Analyst,25,805,2322,0.3466838931955211,Supply Chain & Logistics,29.333333333333332
Technical Analyst,25,836,2289,0.3652249890782001,Law Enforcement,26.716666666666665
Technical Trainer,25,867,2423,0.3578208832026413,Construction,25.733333333333334
Family Therapist,25,221,1724,0.1281902552204176,Sales & Marketing,27.003333333333334
Health Psychologist,25,211,1626,0.1297662976629766,Hospitality,25.2
Peer Counselor,25,529,1380,0.3833333333333333,Communication & PR,30.343333333333334
Residence Counselor,25,505,1348,0.3746290801186943,Data & IT,28.683333333333334
Substance Abuse Counselor,25,374,1046,0.3575525812619503,Administrative & Clerical,29.116666666666667
Mri Technician,25,329,1062,0.3097928436911488,Leadership & Strategy,26.7
Mri Technologist,25,330,1065,0.3098591549295774,Medical & Healthcare,26.016666666666666
Nuclear Medicine Technologist,25,321,1071,0.299719887955182,Supply Chain & Logistics,25.316666666666666
Operating Room Assistant,25,306,1037,0.2950819672131147,Law Enforcement,25.586666666666666
Pathologist Assistant,25,307,1020,0.3009803921568627,Construction,25.766666666666666
Patient Coordinator,25,524,1538,0.3407022106631989,Sales & Marketing,27.383333333333333
Perfusionist,25,293,981,0.2986748216106014,Hospitality,30.433333333333334
Pharmacy Assistant,25,324,1008,0.3214285714285714,Communication & PR,26.633333333333333
Physical Therapist Assistant,25,266,977,0.2722620266120777,Data & IT,24.583333333333332
Radiology,25,366,1444,0.2534626038781163,Administrative & Clerical,23.7
Vaccinator,25,163,543,0.3001841620626151,Leadership & Strategy,25.7
Aircraft Inspector,25,103,999,0.1031031031031031,Medical & Healthcare,39.016666666666666
Audio Visual Technician,25,172,1241,0.1385979049153908,Supply Chain & Logistics,29.883333333333333
Auto Body Painter,25,94,883,0.1064552661381653,Law Enforcement,46.483333333333334
Automotive Service Manager,25,133,1044,0.1273946360153256,Construction,45.276666666666664
Cabinet Installer,25,80,575,0.1391304347826087,Sales & Marketing,26.4
Cabinet Maker,25,79,874,0.0903890160183066,Hospitality,25.233333333333334
Crew Scheduler,25,175,1333,0.1312828207051763,Communication & PR,31.933333333333334
Driller,25,62,496,0.125,Data & IT,28.516666666666666
Finish Carpenter,25,172,1538,0.1118335500650195,Administrative & Clerical,31.966666666666665
Form Carpenter,25,176,1574,0.1118170266836086,Leadership & Strategy,30.35
Hvac Apprentice,25,188,1582,0.1188369152970922,Medical & Healthcare,28.89666666666667
Hvac Helper,25,189,1606,0.1176836861768368,Supply Chain & Logistics,34.6
Installer,25,212,1740,0.1218390804597701,Law Enforcement,29.51
Lab Technician,25,233,1706,0.1365767878077374,Construction,25.756666666666668
Lube Technician,25,159,1348,0.1179525222551928,Sales & Marketing,26.466666666666665
Machine Builder,25,188,1529,0.1229561805101373,Hospitality,29.596666666666668
Maintenance Specialist,25,198,1563,0.1266794625719769,Communication & PR,28.76
Maintenance Technician,25,198,1563,0.1266794625719769,Data & IT,26.526666666666667
Paint Mixer,25,254,1269,0.2001576044129235,Administrative & Clerical,21.093333333333334
Pipeline Technician,25,310,1049,0.2955195424213536,Leadership & Strategy,26.883333333333333
Printer Technician,25,342,1417,0.2413549752999294,Medical & Healthcare,16.886666666666667
Refrigeration Technician,25,307,1052,0.2918250950570342,Supply Chain & Logistics,27.066666666666666
Relay Technician,25,334,1112,0.3003597122302158,Law Enforcement,24.723333333333333
Small Engine Mechanic,25,222,782,0.2838874680306905,Construction,25.55
Support Worker,25,430,1274,0.3375196232339089,Sales & Marketing,28.3
Tire Technician,25,212,799,0.2653316645807259,Hospitality,24.746666666666666
Tool Crib Attendant,25,213,801,0.2659176029962546,Communication & PR,26.27
Toolmaker,25,213,794,0.2682619647355164,Data & IT,27.19
Utility Worker,25,235,840,0.2797619047619047,Administrative & Clerical,25.683333333333334
Welding Inspector,25,232,807,0.2874845105328377,Leadership & Strategy,25.4
Cargo Handler,25,119,828,0.143719806763285,Medical & Healthcare,27.633333333333333
Director Of Manufacturing,25,226,1754,0.1288483466362599,Supply Chain & Logistics,24.633333333333333
Electrical Inspector,25,176,1325,0.1328301886792453,Law Enforcement,29.013333333333332
Factory Worker,25,182,1461,0.1245722108145106,Construction,37.81333333333333
Manufacturing Operations Manager,25,258,1853,0.1392336751214247,Sales & Marketing,25.033333333333335
Manufacturing Planner,25,285,1972,0.1445233265720081,Hospitality,22.716666666666665
Packaging Designer,25,781,2946,0.2651052274270197,Communication & PR,21.266666666666666
Press Brake Operator,25,255,939,0.2715654952076677,Data & IT,23.993333333333332
Production Scheduler,25,520,1552,0.3350515463917525,Administrative & Clerical,26.003333333333334
Sewing Machine Operator,25,210,758,0.2770448548812665,Leadership & Strategy,26.886666666666667
Storage Manager,25,499,1415,0.3526501766784452,Medical & Healthcare,27.52
Hospital Receptionist,25,254,1641,0.1547836684948202,Supply Chain & Logistics,27.626666666666665
Medical Officer,25,434,1365,0.3179487179487179,Law Enforcement,27.453333333333333
Mental Health Case Manager,25,614,1703,0.360540223135643,Construction,25.0
Patient Care Associate,25,398,1203,0.3308395677472984,Sales & Marketing,37.45666666666666
Pharmacy Analyst,25,508,1517,0.3348714568226763,Hospitality,28.016666666666666
Assistant Community Manager,25,292,1791,0.163037409268565,Communication & PR,25.9
Campaign Coordinator,25,274,1710,0.1602339181286549,Data & IT,26.916666666666668
Public Information Officer,25,795,2071,0.3838725253500724,Administrative & Clerical,26.276666666666667
Social Services Specialist,25,615,1771,0.3472614342179559,Leadership & Strategy,27.523333333333333
Director Of Logistics,25,245,1644,0.1490267639902676,Medical & Healthcare,30.75
Director Of Purchasing,25,222,1482,0.1497975708502024,Supply Chain & Logistics,29.676666666666666
Receiving Manager,25,579,1629,0.3554327808471454,Law Enforcement,25.26
Shipping Manager,25,642,1722,0.3728222996515679,Construction,26.58
Supply Chain Consultant,25,714,1970,0.3624365482233502,Sales & Marketing,28.983333333333334
Supply Manager,25,643,1800,0.3572222222222222,Hospitality,27.14666666666667
Fitness Consultant,25,257,1864,0.1378755364806867,Communication & PR,24.75
Fitness Director,25,253,1854,0.1364617044228694,Data & IT,24.826666666666668
Fitness Manager,25,255,1855,0.137466307277628,Administrative & Clerical,25.23
Personal Fitness Trainer,25,403,1149,0.350739773716275,Leadership & Strategy,28.196666666666665
Sports Director,25,672,1656,0.4057971014492754,Medical & Healthcare,27.34
Studio Assistant,25,718,1857,0.386645126548196,Supply Chain & Logistics,25.413333333333334
Trainer,25,774,1971,0.3926940639269406,Law Enforcement,28.32
Wellness Consultant,25,471,1443,0.3264033264033264,Construction,28.45
Wellness Coordinator,25,449,1517,0.2959789057350033,Sales & Marketing,31.29
Wellness Nurse,25,348,1027,0.3388510223953262,Hospitality,27.526666666666667
Box Office Manager,25,179,1350,0.1325925925925926,Communication & PR,31.26
Development Assistant,25,238,1584,0.1502525252525252,Data & IT,26.9
Executive Creative Director,25,368,2299,0.160069595476294,Administrative & Clerical,26.956666666666667
Line Producer,25,334,2201,0.1517492049068605,Leadership & Strategy,37.6
Media Consultant,25,843,2278,0.3700614574187884,Medical & Healthcare,26.683333333333334
Media Producer,25,793,2650,0.2992452830188679,Supply Chain & Logistics,34.68333333333333
Media Relations Manager,25,831,2391,0.3475533249686324,Law Enforcement,26.016666666666666
Medical Editor,25,838,2421,0.3461379595208591,Construction,28.426666666666666
Medical Writer,25,833,2432,0.3425164473684211,Sales & Marketing,29.483333333333334
Public Relations Director,25,807,2317,0.3482952093223996,Hospitality,25.69
Publisher,25,808,2321,0.3481258078414476,Communication & PR,25.85
Segment Producer,25,906,2715,0.3337016574585635,Data & IT,30.566666666666666
Television Producer,25,910,2709,0.3359173126614987,Administrative & Clerical,34.56666666666667
Video Producer,25,945,2922,0.3234086242299794,Leadership & Strategy,39.483333333333334
Writing Assistant,25,820,2801,0.2927525883612995,Medical & Healthcare,30.106666666666666
Director Of Quality,25,223,1650,0.1351515151515151,Supply Chain & Logistics,25.066666666666666
Qa Director,25,755,2434,0.310188989317995,Law Enforcement,33.70333333333333
Qa Manager,25,779,2477,0.3144933387161889,Construction,28.816666666666666
Qa Specialist,25,786,2543,0.3090837593393629,Sales & Marketing,28.583333333333332
Qa Supervisor,25,740,2437,0.3036520311858843,Hospitality,29.716666666666665
Quality Analyst,25,760,2449,0.3103307472437729,Communication & PR,28.166666666666668
Quality Assurance Analyst,25,783,2547,0.3074204946996466,Data & IT,28.993333333333332
Quality Assurance Specialist,25,772,2533,0.3047769443347809,Administrative & Clerical,31.816666666666666
Quality Control Analyst,25,728,2499,0.2913165266106443,Leadership & Strategy,28.936666666666667
Quality Control Inspector,25,625,2141,0.2919196637085474,Medical & Healthcare,32.473333333333336
Quality Control Specialist,25,708,2467,0.2869882448317795,Supply Chain & Logistics,26.916666666666668
Quality Inspector,25,457,1684,0.2713776722090261,Law Enforcement,23.60333333333333
Usability Engineer,25,915,2369,0.3862389193752638,Construction,27.85333333333333
Admissions Assistant,25,256,1782,0.143658810325477,Sales & Marketing,26.823333333333334
Aide,25,212,1608,0.1318407960199005,Hospitality,23.96
Assistant Teacher,25,232,1554,0.1492921492921493,Communication & PR,26.126666666666665
Classroom Assistant,25,227,1580,0.1436708860759493,Data & IT,26.91
Clinical Instructor,25,182,1313,0.1386138613861386,Administrative & Clerical,41.02333333333333
Computer Science Teacher,25,208,1526,0.1363040629095675,Leadership & Strategy,28.553333333333335
Custodial Supervisor,25,171,1327,0.1288620949510173,Medical & Healthcare,30.04
Driving Instructor,25,126,881,0.1430192962542565,Supply Chain & Logistics,36.81333333333333
Economics Teacher,25,219,1597,0.1371321227301189,Law Enforcement,24.346666666666668
Educational Assistant,25,232,1561,0.1486226777706598,Construction,24.246666666666666
Graduate Assistant,25,264,1907,0.1384373361300472,Sales & Marketing,25.516666666666666
Instructional Coordinator,25,301,2036,0.1478388998035363,Hospitality,24.423333333333332
Library Director,25,281,1861,0.1509940891993552,Communication & PR,25.533333333333335
Online Teacher,25,604,1794,0.3366778149386845,Data & IT,34.53666666666667
Online Tutor,25,586,1757,0.3335230506545247,Administrative & Clerical,37.87
Para Educator,25,442,1289,0.3429014740108611,Leadership & Strategy,28.34
Sign Language Interpreter,25,288,895,0.3217877094972067,Medical & Healthcare,27.883333333333333
Special Education Coordinator,25,429,1280,0.33515625,Supply Chain & Logistics,28.023333333333333
Superintendent,25,333,1035,0.3217391304347826,Law Enforcement,25.95
Conservator,25,115,1029,0.1117589893100097,Construction,35.46666666666667
Director Of Photography,25,192,1595,0.1203761755485893,Sales & Marketing,29.51
Event Designer,25,386,2432,0.1587171052631578,Hospitality,25.343333333333334
Multimedia Artist,25,754,2769,0.272300469483568,Communication & PR,27.2
Multimedia Designer,25,784,2900,0.2703448275862068,Data & IT,24.05
Photography Assistant,25,600,2154,0.2785515320334262,Administrative & Clerical,27.413333333333334
Production Artist,25,748,2900,0.2579310344827586,Leadership & Strategy,14.066666666666666
Real Estate Photographer,25,567,2010,0.282089552238806,Medical & Healthcare,26.216666666666665
Sound Designer,25,814,2667,0.3052118485189351,Supply Chain & Logistics,29.5
Sound Engineer,25,798,2599,0.3070411696806464,Law Enforcement,29.106666666666666
Studio Engineer,25,789,2589,0.3047508690614137,Construction,27.333333333333332
Video Production,25,902,2865,0.3148342059336824,Sales & Marketing,31.316666666666666
Central Service Technician,25,149,1171,0.1272416737830913,Hospitality,31.45
Clinical Dietitian,25,183,1330,0.137593984962406,Communication & PR,31.93
Dental Assistant,25,133,999,0.1331331331331331,Data & IT,34.556666666666665
Dental Hygienist,25,134,996,0.1345381526104417,Administrative & Clerical,35.75333333333333
Dialysis Rn,25,155,1177,0.1316907391673746,Leadership & Strategy,29.906666666666666
Dietitian,25,174,1299,0.1339491916859122,Medical & Healthcare,30.513333333333332
Discharge Planner,25,239,1530,0.1562091503267973,Supply Chain & Logistics,27.27
Environmental Health Specialist,25,256,1832,0.1397379912663755,Law Enforcement,25.053333333333335
Health Technician,25,230,1743,0.1319563970166379,Construction,28.253333333333334
Hospital Technician,25,206,1577,0.1306277742549144,Sales & Marketing,32.17333333333333
Hygienist,25,178,1172,0.151877133105802,Hospitality,35.21
Intervention Specialist,25,248,1844,0.1344902386117136,Communication & PR,27.493333333333332
Lead Medical Assistant,25,196,1543,0.1270252754374595,Data & IT,30.253333333333334
Lead Pharmacy Technician,25,194,1534,0.1264667535853976,Administrative & Clerical,27.86
Marine Engineer,25,220,1668,0.13189448441247,Leadership & Strategy,25.496666666666666
Materials Engineer,25,445,1345,0.3308550185873606,Medical & Healthcare,34.85
Mechanical Project Engineer,25,463,1361,0.340191036002939,Supply Chain & Logistics,27.24
Packaging Engineer,25,518,1750,0.296,Law Enforcement,40.403333333333336
Performance Engineer,25,479,1384,0.3460982658959537,Construction,32.96
Product Development Engineer,25,497,1399,0.355253752680486,Sales & Marketing,27.876666666666665
Reliability Engineer,25,460,1373,0.3350327749453751,Hospitality,27.81
Senior Process Engineer,25,482,1417,0.3401552575864502,Communication & PR,26.376666666666665
Senior Project Engineer,25,483,1415,0.3413427561837456,Data & IT,27.856666666666666
Senior Structural Engineer,25,476,1400,0.34,Administrative & Clerical,27.223333333333333
Shift Engineer,25,339,1086,0.3121546961325966,Leadership & Strategy,30.066666666666666
Video Engineer,25,711,2095,0.3393794749403341,Medical & Healthcare,31.666666666666668
