Job titiles,Domain,AI Impact,Model_AI_Impact,Job_Resilience_Score,Resilience_Level
Medical Recruiter,Construction,25,25.35,74.65,High Resilience
Payroll Manager,Sales & Marketing,25,30.666666666666668,69.33333333333333,Medium Resilience
Workforce Manager,Hospitality,25,25.76,74.24,High Resilience
Digital Court Reporter,Communication & PR,25,26.73333333333333,73.26666666666667,High Resilience
Legal Administrator,Data & IT,25,26.55,73.45,High Resilience
Legal Clerk,Administrative & Clerical,25,26.08333333333333,73.91666666666667,High Resilience
Legal Editor,Leadership & Strategy,25,26.32333333333333,73.67666666666668,High Resilience
Legal Officer,Medical & Healthcare,25,25.113333333333333,74.88666666666667,High Resilience
Personal Injury Attorney,Supply Chain & Logistics,25,35.31333333333333,64.68666666666667,Medium Resilience
Trial Attorney,Law Enforcement,25,25.746666666666663,74.25333333333333,High Resilience
Animal Control Officer,Construction,25,33.45666666666666,66.54333333333334,Medium Resilience
Veterinary Assistant,Sales & Marketing,25,27.166666666666668,72.83333333333333,High Resilience
Community Health Worker,Hospitality,25,24.58333333333333,75.41666666666667,High Resilience
Community Liaison,Communication & PR,25,30.85333333333333,69.14666666666668,Medium Resilience
Family Advocate,Data & IT,25,30.11,69.89,Medium Resilience
Peer Support Specialist,Administrative & Clerical,25,29.58333333333333,70.41666666666667,High Resilience
Victim Advocate,Leadership & Strategy,25,28.16333333333333,71.83666666666667,High Resilience
Recreation Specialist,Medical & Healthcare,25,25.9,74.1,High Resilience
Sports,Supply Chain & Logistics,25,25.836666666666662,74.16333333333334,High Resilience
Apartment Leasing Agent,Law Enforcement,25,26.14,73.86,High Resilience
Apartment Property Manager,Construction,25,26.883333333333333,73.11666666666667,High Resilience
Commercial Property Manager,Sales & Marketing,25,25.816666666666663,74.18333333333334,High Resilience
Housing Counselor,Hospitality,25,25.883333333333333,74.11666666666667,High Resilience
Leasing Agent,Communication & PR,25,25.18,74.82,High Resilience
Leasing Consultant,Data & IT,25,25.21333333333333,74.78666666666666,High Resilience
Leasing Specialist,Administrative & Clerical,25,25.036666666666665,74.96333333333334,High Resilience
Regional Property Manager,Leadership & Strategy,25,27.636666666666667,72.36333333333333,High Resilience
Security Guard,Medical & Healthcare,25,24.606666666666666,75.39333333333333,High Resilience
Senior Planner,Supply Chain & Logistics,25,25.106666666666666,74.89333333333333,High Resilience
Title Officer,Law Enforcement,25,28.6,71.4,High Resilience
Transaction Coordinator,Construction,25,26.136666666666667,73.86333333333333,High Resilience
Certified Phlebotomy Technician,Sales & Marketing,25,33.57,66.43,Medium Resilience
Clinical Technician,Hospitality,25,26.996666666666663,73.00333333333333,High Resilience
Environmental Planner,Communication & PR,25,24.78,75.22,High Resilience
Health Physicist,Data & IT,25,26.37,73.63,High Resilience
Industrial Hygienist,Administrative & Clerical,25,27.38,72.62,High Resilience
Laboratory Manager,Leadership & Strategy,25,25.46333333333333,74.53666666666666,High Resilience
Library Clerk,Medical & Healthcare,25,24.1,75.9,High Resilience
Meteorologist,Supply Chain & Logistics,25,26.28333333333333,73.71666666666667,High Resilience
Microbiology Technician,Law Enforcement,25,24.703333333333333,75.29666666666667,High Resilience
Renewable Energy,Construction,25,27.416666666666668,72.58333333333333,High Resilience
Scientist,Sales & Marketing,25,32.44,67.56,Medium Resilience
Seismologist,Hospitality,25,28.456666666666667,71.54333333333334,High Resilience
Accounting Administrator,Communication & PR,25,44.7,55.3,Medium Resilience
Accounting Director,Data & IT,25,25.4,74.6,High Resilience
Accounts Payable Coordinator,Administrative & Clerical,25,25.30333333333333,74.69666666666667,High Resilience
Acquisition Specialist,Leadership & Strategy,25,26.37,73.63,High Resilience
Aml Analyst,Medical & Healthcare,25,27.606666666666666,72.39333333333333,High Resilience
Assistant Controller,Supply Chain & Logistics,25,29.246666666666663,70.75333333333333,High Resilience
Banking Analyst,Law Enforcement,25,25.343333333333334,74.65666666666667,High Resilience
Business Banker,Construction,25,26.24333333333333,73.75666666666667,High Resilience
Commercial Banker,Sales & Marketing,25,24.63,75.37,High Resilience
Economist,Hospitality,25,25.766666666666666,74.23333333333333,High Resilience
Fund Manager,Communication & PR,25,25.066666666666663,74.93333333333334,High Resilience
Investment Banker,Data & IT,25,24.866666666666667,75.13333333333333,High Resilience
Junior Accountant,Administrative & Clerical,25,26.83,73.17,High Resilience
Loan Originator,Leadership & Strategy,25,24.01333333333333,75.98666666666668,High Resilience
Procurement Administrator,Medical & Healthcare,25,26.8,73.2,High Resilience
Senior Credit Analyst,Supply Chain & Logistics,25,25.49333333333333,74.50666666666667,High Resilience
Treasurer,Law Enforcement,25,26.36,73.64,High Resilience
Trust Officer,Construction,25,27.996666666666663,72.00333333333333,High Resilience
Cancer Registrar,Sales & Marketing,25,30.19,69.81,Medium Resilience
Clinical Liaison,Hospitality,25,25.966666666666665,74.03333333333333,High Resilience
Pattern Maker,Communication & PR,25,32.55,67.45,Medium Resilience
Product Design Engineer,Data & IT,25,27.703333333333333,72.29666666666667,High Resilience
Stock Clerk,Administrative & Clerical,25,38.89666666666667,61.10333333333333,Medium Resilience
Center Manager,Leadership & Strategy,25,25.33333333333333,74.66666666666667,High Resilience
Transportation Supervisor,Medical & Healthcare,25,32.46,67.53999999999999,Medium Resilience
Warehouse Assistant,Supply Chain & Logistics,25,27.49,72.51,High Resilience
DBA,Law Enforcement,25,27.696666666666665,72.30333333333334,High Resilience
Chief Development Officer,Construction,25,31.76333333333333,68.23666666666668,Medium Resilience
Business Director,Sales & Marketing,25,28.666666666666668,71.33333333333333,High Resilience
Dermatology Nurse Practitioner,Hospitality,25,24.266666666666666,75.73333333333333,High Resilience
Budtender,Communication & PR,25,35.85333333333333,64.14666666666668,Medium Resilience
Manufacturing Manager,Data & IT,25,36.38666666666666,63.61333333333334,Medium Resilience
Kitchen Designer,Administrative & Clerical,25,34.11666666666667,65.88333333333333,Medium Resilience
Chief Nursing Officer,Leadership & Strategy,25,30.786666666666665,69.21333333333334,Medium Resilience
Director Of Radiology,Medical & Healthcare,25,31.226666666666667,68.77333333333334,Medium Resilience
Health Unit Coordinator,Supply Chain & Logistics,25,27.286666666666665,72.71333333333334,High Resilience
Hospital Director,Law Enforcement,25,36.57666666666667,63.42333333333333,Medium Resilience
Social Work Case Manager,Construction,25,26.246666666666663,73.75333333333333,High Resilience
Information Officer,Sales & Marketing,25,26.506666666666668,73.49333333333334,High Resilience
Interaction Designer,Hospitality,25,52.92,47.08,Medium Resilience
Corporate Recruiter,Communication & PR,25,25.2,74.8,High Resilience
Assistant Front Office Manager,Data & IT,25,24.953333333333333,75.04666666666667,High Resilience
Facilities Director,Administrative & Clerical,25,31.65333333333333,68.34666666666666,Medium Resilience
Operations Team Leader,Leadership & Strategy,25,29.723333333333333,70.27666666666667,High Resilience
Transportation Planner,Medical & Healthcare,25,27.703333333333333,72.29666666666667,High Resilience
Screen Printer,Supply Chain & Logistics,25,28.883333333333333,71.11666666666667,High Resilience
Warehouse Coordinator,Law Enforcement,25,28.14666666666667,71.85333333333332,High Resilience
District Manager,Construction,25,27.08333333333333,72.91666666666667,High Resilience
Economic Analyst,Sales & Marketing,25,37.376666666666665,62.623333333333335,Medium Resilience
Employee Relations Manager,Hospitality,25,32.35333333333333,67.64666666666668,Medium Resilience
Field Manager,Communication & PR,25,25.4,74.6,High Resilience
Field Sales Manager,Data & IT,25,26.48333333333333,73.51666666666667,High Resilience
Food Service Manager,Administrative & Clerical,25,25.64333333333333,74.35666666666667,High Resilience
Franchise Manager,Leadership & Strategy,25,28.83333333333333,71.16666666666667,High Resilience
General Manager,Medical & Healthcare,25,33.71,66.28999999999999,Medium Resilience
Human Resources Manager,Supply Chain & Logistics,25,23.53333333333333,76.46666666666667,High Resilience
Key Account Manager,Law Enforcement,25,23.576666666666668,76.42333333333333,High Resilience
Labor Relations Manager,Construction,25,27.383333333333333,72.61666666666667,High Resilience
Learning And Development Manager,Sales & Marketing,25,25.05,74.95,High Resilience
National Account Manager,Hospitality,25,26.916666666666668,73.08333333333333,High Resilience
Operations Manager,Communication & PR,25,23.5,76.5,High Resilience
Policy Analyst,Data & IT,25,27.45,72.55,High Resilience
Press Secretary,Administrative & Clerical,25,29.11,70.89,High Resilience
Program Manager,Leadership & Strategy,24,26.036666666666665,73.96333333333334,High Resilience
Public Relations Manager,Medical & Healthcare,24,34.32,65.68,Medium Resilience
Real Estate Manager,Supply Chain & Logistics,24,30.57,69.43,Medium Resilience
Regional Operations Manager,Law Enforcement,24,24.71,75.28999999999999,High Resilience
Regional Sales Director,Construction,24,26.29,73.71000000000001,High Resilience
Regulatory Affairs Manager,Sales & Marketing,24,24.426666666666662,75.57333333333334,High Resilience
Sales Manager,Hospitality,23,23.32333333333333,76.67666666666668,High Resilience
Senior Operations Manager,Communication & PR,23,23.936666666666667,76.06333333333333,High Resilience
Tour Manager,Data & IT,22,28.44,71.56,High Resilience
Unit Manager,Administrative & Clerical,22,23.526666666666667,76.47333333333333,High Resilience
Validation Manager,Leadership & Strategy,22,25.87333333333333,74.12666666666667,High Resilience
Vice President Of Sales,Medical & Healthcare,22,22.66,77.34,High Resilience
Car Dealer,Supply Chain & Logistics,22,20.5,79.5,High Resilience
Distribution Supervisor,Law Enforcement,22,21.703333333333333,78.29666666666667,High Resilience
Jewelry Consultant,Construction,22,32.38,67.62,Medium Resilience
Licensed Customs Broker,Sales & Marketing,22,40.38,59.62,Medium Resilience
Sales Coach,Hospitality,22,23.69,76.31,High Resilience
Sales Director,Communication & PR,22,26.08,73.92,High Resilience
Sales Supervisor,Data & IT,22,30.97,69.03,Medium Resilience
Technical Sales,Administrative & Clerical,22,24.023333333333333,75.97666666666666,High Resilience
Technical Sales Representative,Leadership & Strategy,22,28.58,71.42,High Resilience
Technology Sales,Medical & Healthcare,22,29.186666666666667,70.81333333333333,High Resilience
Territory Sales Representative,Supply Chain & Logistics,22,27.26333333333333,72.73666666666668,High Resilience
Wine Sales Representative,Law Enforcement,22,27.086666666666662,72.91333333333334,High Resilience
Nurse Extern,Construction,21,22.52,77.48,High Resilience
Private Duty Nurse,Sales & Marketing,21,24.456666666666667,75.54333333333334,High Resilience
Student Nurse,Hospitality,21,24.17,75.83,High Resilience
Category Manager,Communication & PR,21,20.273550264550245,79.72644973544976,High Resilience
Implementation Manager,Data & IT,20,21.793333333333333,78.20666666666666,High Resilience
Linguist,Administrative & Clerical,20,32.54,67.46000000000001,Medium Resilience
Safety Technician,Leadership & Strategy,20,31.45,68.55,Medium Resilience
Trainee,Medical & Healthcare,20,28.86,71.14,High Resilience
Chief Engineer,Supply Chain & Logistics,20,27.33333333333333,72.66666666666667,High Resilience
Cisco Voice Engineer,Law Enforcement,20,20.14666666666667,79.85333333333332,High Resilience
City Engineer,Construction,20,20.0,80.0,High Resilience
Civil Project Engineer,Sales & Marketing,20,20.0,80.0,High Resilience
Civil Structural Engineer,Hospitality,20,20.0,80.0,High Resilience
Construction Engineer,Communication & PR,20,20.721841269841264,79.27815873015874,High Resilience
Corrosion Engineer,Data & IT,20,20.166666666666668,79.83333333333333,High Resilience
Distribution Center Supervisor,Administrative & Clerical,20,21.55666666666667,78.44333333333333,High Resilience
Electrical Engineering,Leadership & Strategy,20,25.07,74.93,High Resilience
Engineering Consultant,Medical & Healthcare,20,26.25,73.75,High Resilience
Engineering Program Manager,Supply Chain & Logistics,20,50.306666666666665,49.693333333333335,Medium Resilience
Entry Level Mechanical Engineer,Law Enforcement,20,27.47,72.53,High Resilience
Fire Protection Engineer,Construction,20,32.96666666666667,67.03333333333333,Medium Resilience
Geotechnical Engineer,Sales & Marketing,20,28.216666666666665,71.78333333333333,High Resilience
Highway Engineer,Hospitality,20,24.58333333333333,75.41666666666667,High Resilience
Industrial Designer,Communication & PR,20,28.31,71.69,High Resilience
Junior Mechanical Engineer,Data & IT,20,27.383333333333333,72.61666666666667,High Resilience
Lead Mechanical Engineer,Administrative & Clerical,20,27.633333333333333,72.36666666666667,High Resilience
Warehouse Clerk,Leadership & Strategy,20,25.32,74.68,High Resilience
Warehouse Driver,Medical & Healthcare,20,47.10666666666667,52.89333333333333,Medium Resilience
Warranty Manager,Supply Chain & Logistics,20,23.633333333333333,76.36666666666667,High Resilience
Yard Laborer,Law Enforcement,20,33.32666666666667,66.67333333333333,Medium Resilience
Yard Manager,Construction,20,31.83333333333333,68.16666666666667,Medium Resilience
Yard Supervisor,Sales & Marketing,20,23.343333333333334,76.65666666666667,High Resilience
Career Coach,Hospitality,20,20.03333333333333,79.96666666666667,High Resilience
Change Management Consultant,Communication & PR,20,20.251063492063487,79.74893650793652,High Resilience
Employment Consultant,Data & IT,20,22.85,77.15,High Resilience
Franchise Consultant,Administrative & Clerical,20,23.62,76.38,High Resilience
Independent Consultant,Leadership & Strategy,20,23.166666666666668,76.83333333333333,High Resilience
Recruitment Consultant,Medical & Healthcare,20,29.866666666666667,70.13333333333333,High Resilience
Small Business Consultant,Supply Chain & Logistics,20,24.35333333333333,75.64666666666668,High Resilience
Call Center Manager,Law Enforcement,20,20.183333333333334,79.81666666666666,High Resilience
Call Center Supervisor,Construction,20,19.966666666666665,80.03333333333333,High Resilience
Contact Center Manager,Sales & Marketing,20,20.6,79.4,High Resilience
Customer Experience Manager,Hospitality,20,20.03333333333333,79.96666666666667,High Resilience
Customer Service Consultant,Communication & PR,20,20.0,80.0,High Resilience
Customer Service Director,Data & IT,20,20.65,79.35,High Resilience
Customer Service Trainer,Administrative & Clerical,20,20.133333333333333,79.86666666666667,High Resilience
Customer Success Manager,Leadership & Strategy,20,20.133333333333333,79.86666666666667,High Resilience
Customer Support Specialist,Medical & Healthcare,20,21.16,78.84,High Resilience
Communications Specialist,Supply Chain & Logistics,20,20.25,79.75,High Resilience
Content Creator,Law Enforcement,20,20.216666666666665,79.78333333333333,High Resilience
Event Specialist,Construction,20,23.52,76.48,High Resilience
Graphic Designer,Sales & Marketing,20,22.48,77.52,High Resilience
Marketing Administrator,Hospitality,20,20.45,79.55,High Resilience
Marketing Assistant,Communication & PR,20,21.91,78.09,High Resilience
Marketing Coordinator,Data & IT,20,21.6,78.4,High Resilience
Marketing Officer,Administrative & Clerical,20,21.14666666666667,78.85333333333332,High Resilience
Marketing Specialist,Leadership & Strategy,20,39.39333333333333,60.60666666666667,Medium Resilience
Package Designer,Medical & Healthcare,20,24.26333333333333,75.73666666666668,High Resilience
Promotions Coordinator,Supply Chain & Logistics,20,24.99333333333333,75.00666666666667,High Resilience
Retail Marketing Manager,Law Enforcement,20,35.51,64.49000000000001,Medium Resilience
Social Media Assistant,Construction,20,21.48,78.52,High Resilience
Social Media Coordinator,Sales & Marketing,20,20.44333333333333,79.55666666666667,High Resilience
Product Assistant,Hospitality,20,27.926666666666662,72.07333333333334,High Resilience
Product Specialist,Communication & PR,20,26.3,73.7,High Resilience
Project Specialist,Data & IT,20,40.906666666666666,59.093333333333334,Medium Resilience
Dairy Manager,Administrative & Clerical,20,20.0,80.0,High Resilience
Grocery Clerk,Leadership & Strategy,20,54.806666666666665,45.193333333333335,Medium Resilience
Merchandising Manager,Medical & Healthcare,20,31.383333333333333,68.61666666666667,Medium Resilience
Produce Clerk,Supply Chain & Logistics,20,25.836666666666662,74.16333333333334,High Resilience
Retail Assistant,Law Enforcement,20,19.55333333333333,80.44666666666667,High Resilience
Retail Associate,Construction,20,23.85,76.15,High Resilience
Retail Clerk,Sales & Marketing,20,18.48333333333333,81.51666666666667,High Resilience
Retail Operations Manager,Hospitality,20,27.16333333333333,72.83666666666667,High Resilience
Retail Supervisor,Communication & PR,20,29.07,70.93,High Resilience
Sales Assistant,Data & IT,20,25.62,74.38,High Resilience
Store Assistant,Administrative & Clerical,20,19.06,80.94,High Resilience
Store Associate,Leadership & Strategy,20,20.51,79.49,High Resilience
Store Clerk,Medical & Healthcare,20,19.816666666666663,80.18333333333334,High Resilience
Store Supervisor,Supply Chain & Logistics,20,24.166666666666668,75.83333333333333,High Resilience
Vendor Manager,Law Enforcement,20,20.516666666666666,79.48333333333333,High Resilience
Construction Apprentice,Construction,20,20.33333333333333,79.66666666666667,High Resilience
Construction Laborer,Sales & Marketing,20,20.5,79.5,High Resilience
Construction Project Coordinator,Hospitality,20,20.0,80.0,High Resilience
Construction Project Manager,Communication & PR,20,20.273550264550245,79.72644973544976,High Resilience
Construction Worker,Data & IT,20,20.166666666666668,79.83333333333333,High Resilience
Drywall Finisher,Administrative & Clerical,20,29.966666666666665,70.03333333333333,High Resilience
Field Operator,Leadership & Strategy,20,48.91666666666666,51.08333333333334,Medium Resilience
Framer,Medical & Healthcare,20,32.93333333333333,67.06666666666666,Medium Resilience
Installation Technician,Supply Chain & Logistics,20,23.723333333333333,76.27666666666667,High Resilience
Lineman,Law Enforcement,20,21.433333333333334,78.56666666666666,High Resilience
Lineman Apprentice,Construction,20,22.40333333333333,77.59666666666666,High Resilience
Pipe Welder,Sales & Marketing,20,22.313333333333333,77.68666666666667,High Resilience
Plant Worker,Hospitality,20,25.3,74.7,High Resilience
Claim Adjuster,Communication & PR,20,20.042730158730155,79.95726984126985,High Resilience
Claims Assistant,Data & IT,20,20.0,80.0,High Resilience
Claims Processor,Administrative & Clerical,20,20.0,80.0,High Resilience
Health Insurance Agent,Leadership & Strategy,20,28.98333333333333,71.01666666666667,High Resilience
Health Insurance Specialist,Medical & Healthcare,20,22.226666666666667,77.77333333333334,High Resilience
Insurance Agent,Supply Chain & Logistics,20,22.843333333333334,77.15666666666667,High Resilience
Insurance Assistant,Law Enforcement,20,23.926666666666662,76.07333333333334,High Resilience
Neurodiagnostic Technologist,Construction,20,36.82333333333333,63.17666666666667,Medium Resilience
Nuclear Pharmacist,Sales & Marketing,20,29.85,70.15,High Resilience
Nutritionist,Hospitality,20,29.08333333333333,70.91666666666667,High Resilience
Occupational Therapy Aide,Communication & PR,20,24.8,75.2,High Resilience
Occupational Therapy Assistant,Data & IT,20,32.3,67.7,Medium Resilience
Oncology Pharmacist,Administrative & Clerical,20,24.366666666666667,75.63333333333333,High Resilience
Ophthalmic Assistant,Leadership & Strategy,20,24.066666666666663,75.93333333333334,High Resilience
Ophthalmic Technician,Medical & Healthcare,20,29.273333333333333,70.72666666666666,High Resilience
Optometric Assistant,Supply Chain & Logistics,20,21.566666666666663,78.43333333333334,High Resilience
Optometrist Assistant,Law Enforcement,20,23.82333333333333,76.17666666666668,High Resilience
Orderly,Construction,20,32.79666666666667,67.20333333333333,Medium Resilience
Pacu Rn,Sales & Marketing,20,23.11,76.89,High Resilience
Paramedic,Hospitality,20,25.883333333333333,74.11666666666667,High Resilience
Patient Care Manager,Communication & PR,20,21.813333333333333,78.18666666666667,High Resilience
Patient Care Technician,Data & IT,20,31.236666666666668,68.76333333333334,Medium Resilience
Patient Navigator,Administrative & Clerical,20,21.55666666666667,78.44333333333333,High Resilience
Patient Sitter,Leadership & Strategy,20,24.23333333333333,75.76666666666667,High Resilience
Patient Transport,Medical & Healthcare,20,23.766666666666666,76.23333333333333,High Resilience
Patient Transporter,Supply Chain & Logistics,20,25.466666666666665,74.53333333333333,High Resilience
Pediatric Physician Assistant,Law Enforcement,20,25.616666666666667,74.38333333333333,High Resilience
Personal Care Attendant,Construction,20,33.74666666666667,66.25333333333333,Medium Resilience
Pharmaceutical Sales,Sales & Marketing,20,22.953333333333333,77.04666666666667,High Resilience
Pharmacist,Hospitality,20,27.80333333333333,72.19666666666667,High Resilience
Psychiatric Aide,Communication & PR,20,30.616666666666667,69.38333333333333,Medium Resilience
Psychiatric Technician,Data & IT,20,31.016666666666666,68.98333333333333,Medium Resilience
Registered Behavior Technician,Administrative & Clerical,20,30.47,69.53,Medium Resilience
Registered Respiratory Therapist,Leadership & Strategy,20,30.28333333333333,69.71666666666667,Medium Resilience
Rehab Technician,Medical & Healthcare,20,25.176666666666662,74.82333333333334,High Resilience
Respiratory Care Practitioner,Supply Chain & Logistics,20,33.49666666666667,66.50333333333333,Medium Resilience
Respiratory Therapist,Law Enforcement,20,22.096666666666668,77.90333333333334,High Resilience
Speech Pathologist Assistant,Construction,20,31.816666666666663,68.18333333333334,Medium Resilience
Technologist,Sales & Marketing,20,22.956666666666667,77.04333333333334,High Resilience
Travel Cna,Hospitality,20,24.846666666666668,75.15333333333334,High Resilience
Veterinary Technician,Communication & PR,20,21.813333333333333,78.18666666666667,High Resilience
Control Room Operator,Data & IT,20,20.166666666666668,79.83333333333333,High Resilience
Electric Lineman,Administrative & Clerical,20,29.416666666666668,70.58333333333333,High Resilience
Environmental Services Manager,Leadership & Strategy,20,28.516666666666666,71.48333333333333,High Resilience
Facility Maintenance Manager,Medical & Healthcare,20,50.99666666666667,49.00333333333333,Medium Resilience
Floor Technician,Supply Chain & Logistics,20,29.933333333333334,70.06666666666666,High Resilience
Groundskeeper,Law Enforcement,20,30.45,69.55,Medium Resilience
Gutter,Construction,20,44.66666666666666,55.33333333333334,Medium Resilience
Health And Safety Manager,Sales & Marketing,20,22.81,77.19,High Resilience
House Painter,Hospitality,20,23.60333333333333,76.39666666666668,High Resilience
Irrigation Technician,Communication & PR,20,27.00333333333333,72.99666666666667,High Resilience
Janitorial Supervisor,Data & IT,20,51.37,48.63,Medium Resilience
Journeyman Plumber,Administrative & Clerical,20,34.4,65.6,Medium Resilience
Landscape Technician,Leadership & Strategy,20,23.75,76.25,High Resilience
Lighting Technician,Medical & Healthcare,20,23.41,76.59,High Resilience
Maintenance Coordinator,Supply Chain & Logistics,20,28.313333333333333,71.68666666666667,High Resilience
Maintenance Electrician,Law Enforcement,20,23.32333333333333,76.67666666666668,High Resilience
Maintenance Mechanic,Construction,20,23.55,76.45,High Resilience
Maintenance Supervisor,Sales & Marketing,20,24.843333333333334,75.15666666666667,High Resilience
Marine Technician,Hospitality,20,29.043333333333333,70.95666666666666,High Resilience
Mechanical Assembler,Communication & PR,20,23.55,76.45,High Resilience
Mechanical Technician,Data & IT,20,29.29,70.71000000000001,High Resilience
Office Technician,Administrative & Clerical,20,22.226666666666667,77.77333333333334,High Resilience
Operations Technician,Leadership & Strategy,20,21.966666666666665,78.03333333333333,High Resilience
Optical Technician,Medical & Healthcare,20,25.703333333333333,74.29666666666667,High Resilience
Parts Manager,Supply Chain & Logistics,20,21.616666666666667,78.38333333333333,High Resilience
Pc Technician,Law Enforcement,20,22.343333333333334,77.65666666666667,High Resilience
Pipeline Operator,Construction,20,32.166666666666664,67.83333333333334,Medium Resilience
Plant Technician,Sales & Marketing,20,25.966666666666665,74.03333333333333,High Resilience
Pool Manager,Hospitality,20,26.23,73.77,High Resilience
Pool Technician,Communication & PR,20,29.453333333333333,70.54666666666667,High Resilience
Property Caretaker,Data & IT,20,29.83333333333333,70.16666666666667,High Resilience
Pumper,Administrative & Clerical,20,25.00333333333333,74.99666666666667,High Resilience
Refrigeration Mechanic,Leadership & Strategy,20,26.77,73.23,High Resilience
Repair Technician,Medical & Healthcare,20,25.683333333333334,74.31666666666666,High Resilience
Residential Electrician,Supply Chain & Logistics,20,26.8,73.2,High Resilience
Roughneck,Law Enforcement,20,28.076666666666668,71.92333333333333,High Resilience
Sheet Metal Mechanic,Construction,20,21.48333333333333,78.51666666666667,High Resilience
Ship Fitter,Sales & Marketing,20,21.0,79.0,High Resilience
Slot Technician,Hospitality,20,22.3,77.7,High Resilience
Stage Technician,Communication & PR,20,26.0,74.0,High Resilience
Structural Welder,Data & IT,20,22.286666666666665,77.71333333333334,High Resilience
Substation Electrician,Administrative & Clerical,20,24.866666666666667,75.13333333333333,High Resilience
Tig Welder,Leadership & Strategy,20,30.576666666666668,69.42333333333333,Medium Resilience
Tower Technician,Medical & Healthcare,20,23.683333333333334,76.31666666666666,High Resilience
Tradesman,Supply Chain & Logistics,20,27.49,72.51,High Resilience
Wastewater Operator,Law Enforcement,20,30.076666666666668,69.92333333333333,Medium Resilience
Water Operator,Construction,20,24.33333333333333,75.66666666666667,High Resilience
Welder Fabricator,Sales & Marketing,20,31.026666666666667,68.97333333333333,Medium Resilience
Window Cleaner,Hospitality,20,26.066666666666663,73.93333333333334,High Resilience
Camera Operator,Communication & PR,20,20.27021693121691,79.72978306878309,High Resilience
Cmm Operator,Data & IT,20,20.166666666666668,79.83333333333333,High Resilience
Die Maker,Administrative & Clerical,20,26.116666666666667,73.88333333333333,High Resilience
Instrument Fitter,Leadership & Strategy,20,24.266666666666666,75.73333333333333,High Resilience
Machinist,Medical & Healthcare,20,24.1,75.9,High Resilience
Material Controller,Supply Chain & Logistics,20,27.436666666666667,72.56333333333333,High Resilience
Packaging Technician,Law Enforcement,20,24.26,75.74,High Resilience
Parts Driver,Construction,20,21.453333333333333,78.54666666666667,High Resilience
Plant Controller,Sales & Marketing,20,37.15,62.85,Medium Resilience
Procurement Coordinator,Hospitality,20,34.68333333333333,65.31666666666666,Medium Resilience
Product Designer,Communication & PR,20,26.043333333333333,73.95666666666666,High Resilience
Production Designer,Data & IT,20,27.956666666666667,72.04333333333334,High Resilience
Production Planner,Administrative & Clerical,20,29.58333333333333,70.41666666666667,High Resilience
Refinery,Leadership & Strategy,20,30.046666666666667,69.95333333333333,Medium Resilience
Refinery Operator,Medical & Healthcare,20,32.53,67.47,Medium Resilience
Stockroom Clerk,Supply Chain & Logistics,20,23.12,76.88,High Resilience
Retirement Specialist,Law Enforcement,20,22.91333333333333,77.08666666666667,High Resilience
Development Associate,Construction,20,20.2,79.8,High Resilience
Leasing Manager,Sales & Marketing,20,22.83,77.17,High Resilience
New Home Sales Consultant,Hospitality,20,22.90333333333333,77.09666666666666,High Resilience
Property Administrator,Communication & PR,20,29.77,70.23,High Resilience
Property Management,Data & IT,20,27.456666666666667,72.54333333333334,High Resilience
Real Estate Consultant,Administrative & Clerical,20,38.74333333333333,61.25666666666667,Medium Resilience
Real Estate Salesperson,Leadership & Strategy,20,32.25666666666667,67.74333333333334,Medium Resilience
Realtor,Medical & Healthcare,20,27.63,72.37,High Resilience
Residential Director,Supply Chain & Logistics,20,21.093333333333334,78.90666666666667,High Resilience
Salon Receptionist,Law Enforcement,20,21.023333333333333,78.97666666666666,High Resilience
Clinical Consultant,Construction,20,20.256666666666668,79.74333333333334,High Resilience
Clinical Research Associate,Sales & Marketing,20,20.256666666666668,79.74333333333334,High Resilience
Conservationist,Hospitality,20,20.0,80.0,High Resilience
Ecologist,Communication & PR,20,23.316666666666663,76.68333333333334,High Resilience
Ehs Manager,Data & IT,20,37.693333333333335,62.306666666666665,Medium Resilience
Ehs Specialist,Administrative & Clerical,20,43.196666666666665,56.803333333333335,Medium Resilience
Environmental Coordinator,Leadership & Strategy,20,29.82,70.18,High Resilience
Environmental Manager,Medical & Healthcare,20,43.0,57.0,Medium Resilience
Fisheries Biologist,Supply Chain & Logistics,20,28.60333333333333,71.39666666666668,High Resilience
Fisheries Technician,Law Enforcement,20,23.766666666666666,76.23333333333333,High Resilience
Geneticist,Construction,20,23.216666666666665,76.78333333333333,High Resilience
Geophysicist,Sales & Marketing,20,27.46,72.53999999999999,High Resilience
Horticulturist,Hospitality,20,25.24333333333333,74.75666666666667,High Resilience
Hydrogeologist,Communication & PR,20,24.976666666666667,75.02333333333334,High Resilience
Hydrologist,Data & IT,20,28.473333333333333,71.52666666666667,High Resilience
Laboratory Director,Administrative & Clerical,20,23.633333333333333,76.36666666666667,High Resilience
Laboratory Supervisor,Leadership & Strategy,20,22.5,77.5,High Resilience
Library Assistant,Medical & Healthcare,20,23.79,76.21000000000001,High Resilience
Library Associate,Supply Chain & Logistics,20,23.07333333333333,76.92666666666668,High Resilience
Materials Scientist,Law Enforcement,20,26.876666666666665,73.12333333333333,High Resilience
Microbiologist,Construction,20,25.50333333333333,74.49666666666667,High Resilience
Microbiology Technologist,Sales & Marketing,20,33.056666666666665,66.94333333333333,Medium Resilience
